hacker_id,submission_date,cnt
89991,2016-03-07,1
3162,2016-03-07,1
34369,2016-03-07,1
99169,2016-03-07,1
99149,2016-03-07,1
11209,2016-03-07,1
54899,2016-03-07,1
84640,2016-03-07,1
24095,2016-03-07,1
81242,2016-03-07,1
14737,2016-03-07,1
4413,2016-03-07,1
36594,2016-03-07,1
81186,2016-03-07,1
98727,2016-03-07,1
12371,2016-03-07,1
39434,2016-03-07,1
20435,2016-03-07,1
24576,2016-03-07,1
14113,2016-03-07,1
56107,2016-03-07,1
5478,2016-03-07,1
39857,2016-03-07,1
68845,2016-03-07,1
95647,2016-03-07,1
12423,2016-03-07,1
21219,2016-03-07,1
54807,2016-03-07,1
26093,2016-03-07,1
39831,2016-03-07,1
1240,2016-03-07,1
5509,2016-03-07,1
69149,2016-03-07,1
6775,2016-03-07,1
19773,2016-03-07,1
36654,2016-03-07,1
26468,2016-03-07,1
87555,2016-03-07,1
78993,2016-03-07,1
5990,2016-03-07,1
73740,2016-03-07,1
9198,2016-03-07,1
19963,2016-03-07,1
51775,2016-03-07,1
31247,2016-03-07,1
27064,2016-03-07,1
62640,2016-03-07,1
61010,2016-03-07,1
7460,2016-03-07,1
57824,2016-03-07,1
20811,2016-03-07,1
94083,2016-03-07,1
31221,2016-03-07,1
30082,2016-03-07,1
88484,2016-03-07,1
533,2016-03-07,1
7865,2016-03-07,1
98835,2016-03-07,1
3018,2016-03-07,1
20888,2016-03-07,1
90030,2016-03-07,1
16747,2016-03-07,1
32455,2016-03-07,1
44217,2016-03-07,1
79480,2016-03-07,1
7897,2016-03-07,1
13391,2016-03-07,1
21372,2016-03-07,1
77749,2016-03-07,1
80902,2016-03-07,1
33323,2016-03-07,1
83371,2016-03-07,1
7891,2016-03-07,1
7978,2016-03-07,1
18105,2016-03-07,1
34294,2016-03-07,1
22165,2016-03-07,1
95354,2016-03-07,1
70689,2016-03-07,1
33863,2016-03-07,1
14826,2016-03-07,1
30073,2016-03-07,1
8150,2016-03-07,1
2820,2016-03-07,1
22917,2016-03-07,1
55343,2016-03-07,1
42672,2016-03-07,1
650,2016-03-07,1
34234,2016-03-07,1
99789,2016-03-07,1
41558,2016-03-07,1
9630,2016-03-07,1
64790,2016-03-07,1
98780,2016-03-07,1
50503,2016-03-08,2
44690,2016-03-08,2
54180,2016-03-08,2
10985,2016-03-08,2
18105,2016-03-08,2
20811,2016-03-08,1
56978,2016-03-08,1
84640,2016-03-08,1
80902,2016-03-08,1
2697,2016-03-08,1
30082,2016-03-08,1
79449,2016-03-08,1
45630,2016-03-08,1
77184,2016-03-08,1
7865,2016-03-08,1
44791,2016-03-08,1
90959,2016-03-08,1
73695,2016-03-08,1
68566,2016-03-08,1
20888,2016-03-08,1
59818,2016-03-08,1
2873,2016-03-08,1
77490,2016-03-08,1
50467,2016-03-08,1
32455,2016-03-08,1
80214,2016-03-08,1
66648,2016-03-08,1
7897,2016-03-08,1
48490,2016-03-08,1
54899,2016-03-08,1
86429,2016-03-08,1
3018,2016-03-08,1
21372,2016-03-08,1
60355,2016-03-08,1
89737,2016-03-08,1
6030,2016-03-08,1
33323,2016-03-08,1
83245,2016-03-08,1
95928,2016-03-08,1
94251,2016-03-08,1
7978,2016-03-08,1
49340,2016-03-08,1
32710,2016-03-08,1
22750,2016-03-08,1
14737,2016-03-08,1
22165,2016-03-08,1
62333,2016-03-08,1
55343,2016-03-08,1
33863,2016-03-08,1
83772,2016-03-08,1
83371,2016-03-08,1
18497,2016-03-08,1
8150,2016-03-08,1
51132,2016-03-08,1
16530,2016-03-08,1
39091,2016-03-08,1
83669,2016-03-08,1
22917,2016-03-08,1
67479,2016-03-08,1
27725,2016-03-08,1
62325,2016-03-08,1
650,2016-03-08,1
34234,2016-03-08,1
86195,2016-03-08,1
42573,2016-03-08,1
73470,2016-03-08,1
9630,2016-03-08,1
51548,2016-03-08,1
81492,2016-03-08,1
49008,2016-03-08,1
44397,2016-03-08,1
22949,2016-03-08,1
69799,2016-03-08,1
16234,2016-03-08,1
85948,2016-03-08,1
3162,2016-03-08,1
34369,2016-03-08,1
86284,2016-03-08,1
7891,2016-03-08,1
11209,2016-03-08,1
53342,2016-03-08,1
91095,2016-03-08,1
18003,2016-03-08,1
14113,2016-03-08,1
24095,2016-03-08,1
70302,2016-03-08,1
39857,2016-03-08,1
19552,2016-03-08,1
4413,2016-03-08,1
36594,2016-03-08,1
88706,2016-03-08,1
83509,2016-03-08,1
1240,2016-03-08,1
12371,2016-03-08,1
54113,2016-03-08,1
3374,2016-03-08,1
22780,2016-03-08,1
74186,2016-03-08,1
24576,2016-03-08,1
71848,2016-03-08,1
57527,2016-03-08,1
40266,2016-03-08,1
5478,2016-03-08,1
37997,2016-03-08,1
89638,2016-03-08,1
99149,2016-03-08,1
9643,2016-03-08,1
12423,2016-03-08,1
54408,2016-03-08,1
16014,2016-03-08,1
43604,2016-03-08,1
87230,2016-03-08,1
26093,2016-03-08,1
73849,2016-03-08,1
13901,2016-03-08,1
21657,2016-03-08,1
5509,2016-03-08,1
38962,2016-03-08,1
90236,2016-03-08,1
61816,2016-03-08,1
73716,2016-03-08,1
19773,2016-03-08,1
55374,2016-03-08,1
42368,2016-03-08,1
81186,2016-03-08,1
80648,2016-03-08,1
26468,2016-03-08,1
76080,2016-03-08,1
31822,2016-03-08,1
84254,2016-03-08,1
5990,2016-03-08,1
41057,2016-03-08,1
89781,2016-03-08,1
55050,2016-03-08,1
69660,2016-03-08,1
19963,2016-03-08,1
56707,2016-03-08,1
98981,2016-03-08,1
23101,2016-03-08,1
27064,2016-03-08,1
77963,2016-03-08,1
20604,2016-03-08,1
74763,2016-03-08,1
7460,2016-03-08,1
42973,2016-03-08,1
46518,2016-03-08,1
11092,2016-03-08,1
31221,2016-03-09,3
62078,2016-03-09,3
95648,2016-03-09,3
21866,2016-03-09,2
22744,2016-03-09,2
33323,2016-03-09,1
83245,2016-03-09,1
34840,2016-03-09,1
7978,2016-03-09,1
49340,2016-03-09,1
73716,2016-03-09,1
463,2016-03-09,1
46518,2016-03-09,1
22165,2016-03-09,1
62333,2016-03-09,1
6944,2016-03-09,1
29445,2016-03-09,1
32920,2016-03-09,1
33863,2016-03-09,1
83772,2016-03-09,1
10985,2016-03-09,1
93664,2016-03-09,1
8150,2016-03-09,1
51132,2016-03-09,1
23101,2016-03-09,1
81186,2016-03-09,1
22917,2016-03-09,1
67479,2016-03-09,1
60516,2016-03-09,1
74658,2016-03-09,1
83968,2016-03-09,1
650,2016-03-09,1
34234,2016-03-09,1
86195,2016-03-09,1
99617,2016-03-09,1
9630,2016-03-09,1
51548,2016-03-09,1
21334,2016-03-09,1
84254,2016-03-09,1
81598,2016-03-09,1
22949,2016-03-09,1
69799,2016-03-09,1
31247,2016-03-09,1
97336,2016-03-09,1
50467,2016-03-09,1
3162,2016-03-09,1
34369,2016-03-09,1
86284,2016-03-09,1
22780,2016-03-09,1
73374,2016-03-09,1
11209,2016-03-09,1
53342,2016-03-09,1
51872,2016-03-09,1
33142,2016-03-09,1
18497,2016-03-09,1
24095,2016-03-09,1
70302,2016-03-09,1
21743,2016-03-09,1
16234,2016-03-09,1
61045,2016-03-09,1
4413,2016-03-09,1
36594,2016-03-09,1
88706,2016-03-09,1
57572,2016-03-09,1
81474,2016-03-09,1
12371,2016-03-09,1
54113,2016-03-09,1
40093,2016-03-09,1
89164,2016-03-09,1
58891,2016-03-09,1
24576,2016-03-09,1
71848,2016-03-09,1
78002,2016-03-09,1
41457,2016-03-09,1
5478,2016-03-09,1
37997,2016-03-09,1
89638,2016-03-09,1
41558,2016-03-09,1
46082,2016-03-09,1
12423,2016-03-09,1
54408,2016-03-09,1
53072,2016-03-09,1
13391,2016-03-09,1
18050,2016-03-09,1
26093,2016-03-09,1
73849,2016-03-09,1
83376,2016-03-09,1
40816,2016-03-09,1
63715,2016-03-09,1
5509,2016-03-09,1
38962,2016-03-09,1
90236,2016-03-09,1
12852,2016-03-09,1
79658,2016-03-09,1
19773,2016-03-09,1
55374,2016-03-09,1
15225,2016-03-09,1
20574,2016-03-09,1
70689,2016-03-09,1
26468,2016-03-09,1
76080,2016-03-09,1
20594,2016-03-09,1
41618,2016-03-09,1
5990,2016-03-09,1
41057,2016-03-09,1
91640,2016-03-09,1
77217,2016-03-09,1
65716,2016-03-09,1
19963,2016-03-09,1
56707,2016-03-09,1
75635,2016-03-09,1
29451,2016-03-09,1
44397,2016-03-09,1
27064,2016-03-09,1
77963,2016-03-09,1
33782,2016-03-09,1
87230,2016-03-09,1
7460,2016-03-09,1
42973,2016-03-09,1
91744,2016-03-09,1
74486,2016-03-09,1
42368,2016-03-09,1
20811,2016-03-09,1
56978,2016-03-09,1
46977,2016-03-09,1
433,2016-03-09,1
19708,2016-03-09,1
30082,2016-03-09,1
79449,2016-03-09,1
81492,2016-03-09,1
80178,2016-03-09,1
7865,2016-03-09,1
44791,2016-03-09,1
92783,2016-03-09,1
18941,2016-03-09,1
18003,2016-03-09,1
20888,2016-03-09,1
59818,2016-03-09,1
89310,2016-03-09,1
59761,2016-03-09,1
15498,2016-03-09,1
32455,2016-03-09,1
80214,2016-03-09,1
3374,2016-03-09,1
15071,2016-03-09,1
7897,2016-03-09,1
48490,2016-03-09,1
92840,2016-03-09,1
32353,2016-03-09,1
21372,2016-03-09,1
60355,2016-03-09,1
5026,2016-03-09,1
58485,2016-03-09,1
39831,2016-03-09,1
66648,2016-03-10,2
51572,2016-03-10,2
43192,2016-03-10,2
75908,2016-03-10,2
5509,2016-03-10,1
38962,2016-03-10,1
69030,2016-03-10,1
95934,2016-03-10,1
19773,2016-03-10,1
55374,2016-03-10,1
21973,2016-03-10,1
26468,2016-03-10,1
76080,2016-03-10,1
94671,2016-03-10,1
5990,2016-03-10,1
41057,2016-03-10,1
46977,2016-03-10,1
30845,2016-03-10,1
19963,2016-03-10,1
56707,2016-03-10,1
54899,2016-03-10,1
27064,2016-03-10,1
77963,2016-03-10,1
75635,2016-03-10,1
7460,2016-03-10,1
42973,2016-03-10,1
83987,2016-03-10,1
20574,2016-03-10,1
20811,2016-03-10,1
56978,2016-03-10,1
24725,2016-03-10,1
30082,2016-03-10,1
79449,2016-03-10,1
19552,2016-03-10,1
7865,2016-03-10,1
44791,2016-03-10,1
1433,2016-03-10,1
27050,2016-03-10,1
20888,2016-03-10,1
59818,2016-03-10,1
54807,2016-03-10,1
32455,2016-03-10,1
80214,2016-03-10,1
7897,2016-03-10,1
48490,2016-03-10,1
70115,2016-03-10,1
80648,2016-03-10,1
21372,2016-03-10,1
60355,2016-03-10,1
2697,2016-03-10,1
33323,2016-03-10,1
83245,2016-03-10,1
47174,2016-03-10,1
7978,2016-03-10,1
49340,2016-03-10,1
86845,2016-03-10,1
8894,2016-03-10,1
22165,2016-03-10,1
62333,2016-03-10,1
33863,2016-03-10,1
87802,2016-03-10,1
8150,2016-03-10,1
51132,2016-03-10,1
16530,2016-03-10,1
41708,2016-03-10,1
22917,2016-03-10,1
67479,2016-03-10,1
50385,2016-03-10,1
650,2016-03-10,1
34234,2016-03-10,1
10068,2016-03-10,1
81064,2016-03-10,1
9630,2016-03-10,1
51548,2016-03-10,1
21219,2016-03-10,1
22949,2016-03-10,1
69799,2016-03-10,1
93764,2016-03-10,1
3162,2016-03-10,1
34369,2016-03-10,1
7336,2016-03-10,1
6259,2016-03-10,1
11209,2016-03-10,1
53342,2016-03-10,1
19540,2016-03-10,1
24095,2016-03-10,1
70302,2016-03-10,1
22013,2016-03-10,1
4413,2016-03-10,1
36594,2016-03-10,1
2820,2016-03-10,1
54967,2016-03-10,1
12371,2016-03-10,1
54113,2016-03-10,1
40266,2016-03-10,1
24576,2016-03-10,1
71848,2016-03-10,1
64716,2016-03-10,1
5478,2016-03-10,1
37997,2016-03-10,1
64823,2016-03-10,1
15039,2016-03-10,1
12423,2016-03-10,1
54408,2016-03-10,1
72237,2016-03-10,1
26093,2016-03-10,1
73849,2016-03-10,1
75019,2016-03-10,1
94671,2016-03-11,2
44690,2016-03-11,2
91095,2016-03-11,2
60516,2016-03-11,2
92239,2016-03-11,2
39434,2016-03-11,2
3178,2016-03-11,2
98727,2016-03-11,2
13901,2016-03-11,2
41708,2016-03-11,2
47559,2016-03-11,2
24576,2016-03-11,1
68845,2016-03-11,1
6508,2016-03-11,1
5478,2016-03-11,1
37997,2016-03-11,1
70115,2016-03-11,1
99169,2016-03-11,1
12423,2016-03-11,1
23101,2016-03-11,1
50385,2016-03-11,1
64790,2016-03-11,1
26093,2016-03-11,1
80902,2016-03-11,1
5509,2016-03-11,1
38962,2016-03-11,1
93764,2016-03-11,1
54045,2016-03-11,1
19773,2016-03-11,1
23177,2016-03-11,1
65716,2016-03-11,1
24725,2016-03-11,1
26468,2016-03-11,1
30073,2016-03-11,1
31221,2016-03-11,1
5990,2016-03-11,1
54967,2016-03-11,1
87277,2016-03-11,1
19963,2016-03-11,1
60517,2016-03-11,1
59761,2016-03-11,1
79658,2016-03-11,1
27064,2016-03-11,1
66014,2016-03-11,1
10629,2016-03-11,1
7460,2016-03-11,1
71152,2016-03-11,1
86173,2016-03-11,1
20811,2016-03-11,1
37187,2016-03-11,1
40827,2016-03-11,1
15054,2016-03-11,1
30082,2016-03-11,1
14737,2016-03-11,1
95934,2016-03-11,1
7865,2016-03-11,1
74486,2016-03-11,1
77184,2016-03-11,1
16363,2016-03-11,1
20888,2016-03-11,1
81064,2016-03-11,1
12707,2016-03-11,1
64609,2016-03-11,1
32455,2016-03-11,1
75233,2016-03-11,1
7897,2016-03-11,1
6259,2016-03-11,1
18497,2016-03-11,1
21372,2016-03-11,1
66702,2016-03-11,1
8878,2016-03-11,1
6340,2016-03-11,1
33323,2016-03-11,1
50874,2016-03-11,1
44214,2016-03-11,1
7978,2016-03-11,1
56909,2016-03-11,1
63715,2016-03-11,1
22165,2016-03-11,1
62078,2016-03-11,1
34794,2016-03-11,1
33863,2016-03-11,1
9643,2016-03-11,1
97336,2016-03-11,1
8150,2016-03-11,1
84307,2016-03-11,1
73716,2016-03-11,1
25398,2016-03-11,1
22917,2016-03-11,1
2764,2016-03-11,1
650,2016-03-11,1
34234,2016-03-11,1
65113,2016-03-11,1
59792,2016-03-11,1
9630,2016-03-11,1
97530,2016-03-11,1
91573,2016-03-11,1
22949,2016-03-11,1
74763,2016-03-11,1
83968,2016-03-11,1
3162,2016-03-11,1
34369,2016-03-11,1
61280,2016-03-11,1
12852,2016-03-11,1
11209,2016-03-11,1
90531,2016-03-11,1
78143,2016-03-11,1
24095,2016-03-11,1
22510,2016-03-11,1
4413,2016-03-11,1
36594,2016-03-11,1
86429,2016-03-11,1
61045,2016-03-11,1
12371,2016-03-11,1
21219,2016-03-11,1
47174,2016-03-11,1
95647,2016-03-11,1
54967,2016-03-12,3
75019,2016-03-12,2
18497,2016-03-12,2
83376,2016-03-12,2
50874,2016-03-12,2
10068,2016-03-12,2
98727,2016-03-12,2
61045,2016-03-12,2
5478,2016-03-12,1
37997,2016-03-12,1
73716,2016-03-12,1
79658,2016-03-12,1
12423,2016-03-12,1
54408,2016-03-12,1
64790,2016-03-12,1
26093,2016-03-12,1
98835,2016-03-12,1
16747,2016-03-12,1
5509,2016-03-12,1
38962,2016-03-12,1
36786,2016-03-12,1
37187,2016-03-12,1
19773,2016-03-12,1
55374,2016-03-12,1
93764,2016-03-12,1
26468,2016-03-12,1
3124,2016-03-12,1
533,2016-03-12,1
5990,2016-03-12,1
41057,2016-03-12,1
64823,2016-03-12,1
19963,2016-03-12,1
56707,2016-03-12,1
29047,2016-03-12,1
27064,2016-03-12,1
75908,2016-03-12,1
73470,2016-03-12,1
7460,2016-03-12,1
42973,2016-03-12,1
80394,2016-03-12,1
20811,2016-03-12,1
56978,2016-03-12,1
30082,2016-03-12,1
70115,2016-03-12,1
18105,2016-03-12,1
7865,2016-03-12,1
44791,2016-03-12,1
88642,2016-03-12,1
51572,2016-03-12,1
20888,2016-03-12,1
59818,2016-03-12,1
65554,2016-03-12,1
32455,2016-03-12,1
35116,2016-03-12,1
58932,2016-03-12,1
7897,2016-03-12,1
48490,2016-03-12,1
50467,2016-03-12,1
46082,2016-03-12,1
21372,2016-03-12,1
60355,2016-03-12,1
33323,2016-03-12,1
83643,2016-03-12,1
93664,2016-03-12,1
7978,2016-03-12,1
49340,2016-03-12,1
13901,2016-03-12,1
22165,2016-03-12,1
62333,2016-03-12,1
93308,2016-03-12,1
33863,2016-03-12,1
19552,2016-03-12,1
61816,2016-03-12,1
8150,2016-03-12,1
51132,2016-03-12,1
86429,2016-03-12,1
22917,2016-03-12,1
67479,2016-03-12,1
79278,2016-03-12,1
650,2016-03-12,1
34234,2016-03-12,1
48592,2016-03-12,1
9630,2016-03-12,1
51548,2016-03-12,1
22949,2016-03-12,1
69799,2016-03-12,1
61793,2016-03-12,1
3162,2016-03-12,1
34369,2016-03-12,1
68435,2016-03-12,1
6340,2016-03-12,1
11209,2016-03-12,1
53342,2016-03-12,1
83968,2016-03-12,1
24095,2016-03-12,1
70302,2016-03-12,1
93361,2016-03-12,1
4413,2016-03-12,1
36594,2016-03-12,1
96017,2016-03-12,1
77184,2016-03-12,1
12371,2016-03-12,1
54113,2016-03-12,1
97530,2016-03-12,1
24576,2016-03-12,1
71848,2016-03-12,1
23101,2016-03-12,1
30061,2016-03-13,2
89457,2016-03-13,2
81242,2016-03-13,2
53940,2016-03-13,2
24576,2016-03-13,1
22780,2016-03-13,1
95648,2016-03-13,1
5478,2016-03-13,1
37997,2016-03-13,1
30073,2016-03-13,1
12423,2016-03-13,1
54408,2016-03-13,1
89310,2016-03-13,1
26093,2016-03-13,1
86065,2016-03-13,1
32710,2016-03-13,1
5509,2016-03-13,1
38962,2016-03-13,1
19773,2016-03-13,1
40816,2016-03-13,1
95934,2016-03-13,1
26468,2016-03-13,1
54967,2016-03-13,1
5990,2016-03-13,1
41057,2016-03-13,1
21152,2016-03-13,1
19963,2016-03-13,1
21334,2016-03-13,1
84254,2016-03-13,1
27064,2016-03-13,1
3178,2016-03-13,1
7460,2016-03-13,1
42973,2016-03-13,1
22942,2016-03-13,1
20811,2016-03-13,1
47258,2016-03-13,1
19761,2016-03-13,1
30082,2016-03-13,1
10940,2016-03-13,1
7865,2016-03-13,1
44791,2016-03-13,1
78002,2016-03-13,1
20888,2016-03-13,1
1240,2016-03-13,1
95958,2016-03-13,1
32455,2016-03-13,1
44914,2016-03-13,1
7897,2016-03-13,1
48490,2016-03-13,1
21372,2016-03-13,1
68071,2016-03-13,1
57824,2016-03-13,1
33323,2016-03-13,1
66648,2016-03-13,1
7978,2016-03-13,1
49340,2016-03-13,1
463,2016-03-13,1
22165,2016-03-13,1
92239,2016-03-13,1
33863,2016-03-13,1
81492,2016-03-13,1
8150,2016-03-13,1
51132,2016-03-13,1
90401,2016-03-13,1
22917,2016-03-13,1
36654,2016-03-13,1
64790,2016-03-13,1
650,2016-03-13,1
34234,2016-03-13,1
9630,2016-03-13,1
51548,2016-03-13,1
94104,2016-03-13,1
22949,2016-03-13,1
48743,2016-03-13,1
18105,2016-03-13,1
3162,2016-03-13,1
34369,2016-03-13,1
73967,2016-03-13,1
11209,2016-03-13,1
53342,2016-03-13,1
78408,2016-03-13,1
24095,2016-03-13,1